place,name,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu,above_trend
"""0107000""","""Birmingham""","""Birmingham-Hoover, AL""",213.52,216278.57,91157.64,93464.36,45.0,52.0,42.0,22.0,28.0,20.0,23.0,24.0,21.0,7.26,17.32,1.58,1.0,2.0,19635.0,17437.0,20214.0,1.0,1.0,1.0,11162.0,9578.0,11526.0,8581.0,7284.0,8870.0,2571.0,2284.0,2647.0,10.0,10.0,9.0,13.0,14.0,13.0,5.0,8.0,3.55,0.98,14918.0,61.0,28118.0,87.0,11.0,134.0,1195,917.0,893.0,734.0,49.0,51.0,0
"""0137000""","""Huntsville""","""Huntsville, AL""",126.2,184263.9,77188.36,136319.15,45.0,53.0,47.0,22.0,28.0,23.0,22.0,25.0,23.0,8.5,12.03,1.78,2.0,2.0,21381.0,19028.0,21823.0,1.0,1.0,1.0,12481.0,11187.0,12632.0,9673.0,8687.0,9766.0,2800.0,2492.0,2858.0,8.0,8.0,9.0,11.0,11.0,12.0,3.6,4.0,3.73,0.57,10076.0,67.0,16129.0,88.0,15.0,87.0,1387,1043.0,1049.0,790.0,59.0,41.0,0
"""0150000""","""Mobile""","""Mobile, AL""",157.6,201383.83,78583.44,89182.34,54.0,63.0,45.0,28.0,35.0,23.0,26.0,28.0,23.0,8.04,14.17,1.63,1.0,2.0,20193.0,18072.0,20931.0,2.0,2.0,2.0,11518.0,9838.0,12125.0,8851.0,7444.0,9364.0,2644.0,2367.0,2741.0,23.0,26.0,21.0,29.0,32.0,26.0,4.8,6.4,4.31,0.88,12429.0,69.0,17094.0,87.0,11.0,154.0,1170,1025.0,1128.0,763.0,57.0,43.0,0
"""0151000""","""Montgomery""","""Montgomery, AL""",170.56,196459.59,77421.65,102186.2,51.0,59.0,45.0,26.0,32.0,22.0,25.0,27.0,23.0,8.45,14.81,1.64,1.0,2.0,21166.0,19111.0,21879.0,1.0,2.0,1.0,11732.0,10022.0,12266.0,8947.0,7501.0,9388.0,2772.0,2503.0,2865.0,13.0,18.0,12.0,15.0,19.0,14.0,3.8,6.8,2.16,0.76,11265.0,70.0,15300.0,87.0,29.0,58.0,2099,1004.0,990.0,724.0,56.0,44.0,0
"""0203000""","""Anchorage""","""Anchorage, AK""",214.0,299107.0,105175.0,1092289.65,45.0,54.0,61.0,27.0,33.0,38.0,19.0,21.0,23.0,9.24,26.14,1.86,2.0,2.0,22213.0,19660.0,20723.0,4.0,3.0,4.0,14302.0,12720.0,12627.0,10620.0,9469.0,9192.0,3563.0,3154.0,3323.0,118.0,98.0,112.0,69.0,57.0,65.0,1.5,6.8,0.95,0.1,12194.0,49.0,22502.0,87.0,96.0,7.0,7731,1702.0,1648.0,1173.0,60.0,40.0,0
"""0412000""","""Chandler""","""Phoenix-Mesa-Scottsdale, AZ""",145.58,246588.75,87608.9,41453.51,56.0,67.0,56.0,32.0,40.0,32.0,24.0,27.0,24.0,8.96,26.37,1.78,2.0,2.0,20488.0,18115.0,20314.0,3.0,3.0,3.0,12991.0,11575.0,12913.0,9695.0,8659.0,9645.0,3285.0,2905.0,3257.0,11.0,11.0,10.0,12.0,12.0,12.0,5.1,4.6,6.4,2.11,24977.0,71.0,29121.0,90.0,12.0,161.0,1187,1421.0,1409.0,1156.0,62.0,38.0,1
"""0427400""","""Gilbert""","""Phoenix-Mesa-Scottsdale, AZ""",111.5,225567.19,71945.15,43515.36,60.0,72.0,60.0,35.0,43.0,35.0,26.0,29.0,26.0,10.02,24.04,1.91,2.0,2.0,21942.0,19445.0,21754.0,2.0,2.0,2.0,13899.0,12459.0,13817.0,10374.0,9334.0,10322.0,3519.0,3118.0,3488.0,7.0,7.0,7.0,8.0,8.0,7.0,3.8,2.7,3.72,1.65,22628.0,86.0,20678.0,90.0,14.0,137.0,1187,1551.0,1583.0,1301.0,72.0,28.0,1
"""0427820""","""Glendale""","""Phoenix-Mesa-Scottsdale, AZ""",160.56,233728.94,78563.3,37917.9,49.0,57.0,48.0,25.0,32.0,25.0,23.0,26.0,23.0,8.06,28.4,1.74,2.0,2.0,19235.0,17015.0,19082.0,5.0,5.0,5.0,12548.0,11116.0,12463.0,9446.0,8370.0,9386.0,3084.0,2728.0,3060.0,17.0,18.0,17.0,19.0,20.0,19.0,5.5,4.5,13.27,2.07,31707.0,63.0,29645.0,91.0,10.0,158.0,1112,1135.0,1094.0,934.0,56.0,44.0,0
"""0446000""","""Mesa""","""Phoenix-Mesa-Scottsdale, AZ""",281.83,456756.78,168755.62,88233.77,49.0,58.0,48.0,26.0,32.0,26.0,23.0,26.0,23.0,7.72,25.43,1.71,2.0,2.0,19447.0,17036.0,19261.0,6.0,5.0,5.0,12451.0,11044.0,12370.0,9313.0,8293.0,9262.0,3118.0,2732.0,3089.0,20.0,19.0,19.0,22.0,22.0,22.0,5.1,5.0,4.99,1.91,27702.0,55.0,27295.0,90.0,10.0,154.0,1259,1157.0,1127.0,982.0,60.0,40.0,0
"""0454050""","""Peoria""","""Phoenix-Mesa-Scottsdale, AZ,Prescott, AZ""",102.31,160598.75,57215.54,112348.67,56.0,66.0,55.0,30.0,38.0,30.0,25.0,28.0,25.0,9.02,22.84,1.85,2.0,2.0,21677.0,19086.0,21475.0,2.0,2.0,2.0,13577.0,12181.0,13503.0,10093.0,9112.0,10051.0,3476.0,3061.0,3444.0,9.0,8.0,9.0,10.0,9.0,10.0,1.5,3.8,2.09,0.51,24060.0,76.0,18722.0,89.0,18.0,42.0,2536,1364.0,1346.0,1071.0,71.0,29.0,1
"""0455000""","""Phoenix""","""Phoenix-Mesa-Scottsdale, AZ""",952.66,1496756.34,521461.44,331189.03,49.0,58.0,49.0,27.0,34.0,27.0,23.0,25.0,22.0,7.86,28.31,1.67,1.0,2.0,18915.0,16803.0,18768.0,5.0,5.0,5.0,12142.0,10738.0,12060.0,9090.0,8025.0,9033.0,3033.0,2695.0,3010.0,18.0,19.0,18.0,21.0,21.0,20.0,4.6,6.3,5.96,1.57,28974.0,62.0,47018.0,91.0,14.0,112.0,1553,1201.0,1172.0,993.0,53.0,47.0,0
"""0465000""","""Scottsdale""","""Phoenix-Mesa-Scottsdale, AZ""",162.98,223844.46,100851.97,117711.95,63.0,76.0,63.0,40.0,50.0,40.0,23.0,26.0,23.0,7.59,22.46,1.71,2.0,2.0,20349.0,17832.0,20138.0,4.0,4.0,4.0,12600.0,11176.0,12511.0,9323.0,8303.0,9268.0,3263.0,2859.0,3229.0,14.0,13.0,14.0,16.0,15.0,16.0,2.0,7.0,2.09,0.86,21375.0,56.0,35742.0,90.0,24.0,68.0,2254,1795.0,1858.0,1135.0,66.0,34.0,0
"""0473000""","""Tempe""","""Phoenix-Mesa-Scottsdale, AZ""",109.51,169037.91,64451.53,25593.38,48.0,57.0,48.0,27.0,34.0,27.0,21.0,23.0,21.0,7.07,30.54,1.58,1.0,2.0,17178.0,15179.0,17044.0,8.0,8.0,8.0,11398.0,10053.0,11325.0,8614.0,7590.0,8563.0,2755.0,2434.0,2733.0,30.0,29.0,29.0,33.0,32.0,32.0,6.5,5.9,7.1,2.52,31753.0,45.0,63393.0,93.0,10.0,164.0,1025,1210.0,1079.0,1029.0,42.0,58.0,0
"""0477000""","""Tucson""","""Tucson, AZ""",370.09,524325.02,204664.62,147721.26,49.0,57.0,44.0,25.0,31.0,22.0,24.0,26.0,22.0,7.39,24.59,1.53,1.0,2.0,17919.0,15936.0,18952.0,5.0,5.0,5.0,11250.0,9578.0,11974.0,8312.0,6956.0,8871.0,2874.0,2556.0,3039.0,65.0,66.0,63.0,101.0,102.0,98.0,4.2,6.5,3.26,1.39,21994.0,53.0,25523.0,89.0,17.0,86.0,1893,969.0,969.0,804.0,49.0,51.0,0
"""0541000""","""Little Rock""","""Little Rock-North Little Rock-Conway, AR""",147.77,189765.02,77256.31,76191.73,51.0,59.0,47.0,27.0,34.0,25.0,24.0,25.0,22.0,8.35,16.04,1.65,1.0,2.0,20768.0,18705.0,20951.0,1.0,2.0,1.0,11700.0,9954.0,11890.0,8961.0,7481.0,9128.0,2719.0,2450.0,2743.0,19.0,23.0,19.0,24.0,29.0,24.0,4.6,7.4,2.93,1.01,12479.0,64.0,25484.0,88.0,18.0,109.0,1408,1108.0,1185.0,748.0,57.0,43.0,0
"""0602000""","""Anaheim""","""Los Angeles-Long Beach-Anaheim, CA""",186.14,342414.38,97923.0,32004.32,58.0,69.0,63.0,36.0,45.0,40.0,23.0,24.0,23.0,8.14,42.88,1.77,2.0,2.0,18634.0,16428.0,17284.0,5.0,5.0,5.0,13849.0,11832.0,12441.0,10115.0,8522.0,8967.0,3575.0,3150.0,3314.0,159.0,160.0,159.0,121.0,122.0,121.0,6.3,4.9,6.0,3.06,45003.0,45.0,70298.0,94.0,11.0,179.0,1326,1801.0,1712.0,1477.0,48.0,52.0,0
"""0603526""","""Bakersfield""","""Bakersfield, CA""",182.49,351405.69,109216.77,95156.75,62.0,72.0,56.0,32.0,40.0,29.0,30.0,32.0,27.0,9.16,25.24,1.92,2.0,2.0,21888.0,19534.0,21083.0,2.0,2.0,2.0,14672.0,12675.0,14325.0,10435.0,8887.0,10248.0,4197.0,3747.0,4043.0,39.0,40.0,34.0,47.0,48.0,40.0,3.7,0.3,3.06,1.15,17737.0,70.0,20753.0,92.0,16.0,80.0,1686,1304.0,1283.0,1078.0,55.0,45.0,1
"""0613392""","""Chula Vista""","""San Diego-Carlsbad, CA""",105.14,249543.67,75879.76,31767.42,56.0,67.0,65.0,35.0,43.0,41.0,22.0,24.0,24.0,8.59,34.08,1.76,2.0,2.0,19782.0,17316.0,18769.0,8.0,8.0,8.0,14131.0,12120.0,12927.0,10061.0,8543.0,9061.0,3795.0,3320.0,3599.0,275.0,257.0,266.0,253.0,236.0,245.0,5.1,5.8,5.97,2.39,27986.0,53.0,23967.0,89.0,16.0,111.0,1291,1853.0,1841.0,1577.0,57.0,43.0,0
"""0616350""","""Corona""","""Riverside-San Bernardino-Ontario, CA""",75.46,156635.11,47029.69,24855.86,68.0,82.0,68.0,41.0,51.0,42.0,27.0,30.0,26.0,9.77,34.07,1.92,2.0,2.0,22416.0,19816.0,20888.0,2.0,2.0,2.0,14810.0,13259.0,14028.0,10458.0,9409.0,9976.0,4299.0,3800.0,4006.0,53.0,50.0,47.0,37.0,35.0,33.0,4.1,2.7,4.7,1.89,23844.0,69.0,29887.0,92.0,16.0,112.0,1550,1890.0,1909.0,1549.0,65.0,35.0,1
"""0622020""","""Elk Grove""","""Sacramento--Roseville--Arden-Arcade, CA""",76.45,154582.92,47023.5,27000.96,62.0,73.0,67.0,37.0,46.0,41.0,25.0,27.0,27.0,9.82,31.83,1.9,2.0,2.0,21500.0,19342.0,21436.0,2.0,2.0,2.0,15009.0,12907.0,14337.0,10842.0,9149.0,10184.0,4125.0,3709.0,4111.0,43.0,48.0,42.0,36.0,41.0,35.0,3.0,2.8,3.19,1.74,19811.0,86.0,14842.0,89.0,18.0,97.0,2085,1830.0,1948.0,1451.0,71.0,29.0,1
"""0624680""","""Fontana""","""Riverside-San Bernardino-Ontario, CA""",92.59,202622.28,49561.47,27565.12,63.0,74.0,62.0,36.0,45.0,37.0,27.0,30.0,26.0,10.06,31.03,1.94,2.0,2.0,22149.0,20238.0,21133.0,2.0,2.0,2.0,14844.0,13130.0,13868.0,10540.0,9186.0,9759.0,4247.0,3881.0,4053.0,56.0,63.0,57.0,34.0,38.0,34.0,4.0,4.1,3.08,1.8,22144.0,78.0,23918.0,90.0,20.0,110.0,1401,1646.0,1607.0,1272.0,64.0,36.0,1
"""0626000""","""Fremont""","""San Francisco-Oakland-Hayward, CA""",119.25,225811.6,72843.0,49577.68,52.0,62.0,76.0,34.0,43.0,52.0,18.0,20.0,25.0,8.38,40.89,1.86,2.0,2.0,19770.0,17583.0,19071.0,6.0,5.0,6.0,14599.0,12925.0,13259.0,10596.0,9356.0,9395.0,3793.0,3373.0,3657.0,210.0,196.0,208.0,85.0,80.0,84.0,4.5,3.9,8.47,1.47,30491.0,59.0,35987.0,92.0,12.0,105.0,1585,2329.0,2373.0,1775.0,62.0,38.0,0
"""0627000""","""Fresno""","""Fresno, CA""",281.09,480526.98,153236.02,72691.46,61.0,71.0,51.0,31.0,39.0,26.0,30.0,32.0,25.0,7.99,27.02,1.73,2.0,2.0,20073.0,17889.0,19526.0,4.0,4.0,4.0,13362.0,11487.0,13241.0,9426.0,7963.0,9416.0,3849.0,3432.0,3744.0,87.0,92.0,80.0,111.0,117.0,102.0,5.7,2.8,4.16,2.11,22576.0,62.0,27262.0,91.0,12.0,136.0,1211,1184.0,1145.0,1010.0,46.0,54.0,0
"""0629000""","""Garden Grove""","""Los Angeles-Long Beach-Anaheim, CA""",90.32,179862.1,48679.8,11492.57,57.0,67.0,62.0,34.0,43.0,39.0,23.0,25.0,23.0,8.34,41.69,1.82,2.0,2.0,18628.0,16542.0,17349.0,5.0,6.0,5.0,14114.0,12027.0,12654.0,10378.0,8682.0,9160.0,3574.0,3172.0,3327.0,162.0,173.0,168.0,124.0,131.0,128.0,6.9,5.1,6.75,4.24,50790.0,55.0,68292.0,94.0,8.0,243.0,841,1733.0,1786.0,1407.0,55.0,45.0,0
"""0630000""","""Glendale""","""Los Angeles-Long Beach-Anaheim, CA""",135.0,196984.0,71498.0,19483.92,55.0,65.0,60.0,35.0,43.0,39.0,21.0,22.0,21.0,6.05,53.87,1.62,1.0,2.0,15482.0,13485.0,14256.0,14.0,14.0,14.0,12483.0,10652.0,11207.0,9222.0,7782.0,8188.0,2970.0,2586.0,2734.0,291.0,284.0,286.0,344.0,336.0,338.0,4.9,6.0,6.43,3.67,62066.0,35.0,93819.0,94.0,11.0,158.0,1419,1759.0,1758.0,1297.0,35.0,65.0,0
"""0636000""","""Huntington Beach""","""Los Angeles-Long Beach-Anaheim, CA""",131.94,196031.93,73651.75,17334.79,66.0,79.0,72.0,43.0,54.0,48.0,24.0,25.0,24.0,7.78,43.92,1.84,2.0,2.0,19724.0,17337.0,18267.0,5.0,5.0,5.0,14432.0,12320.0,12958.0,10502.0,8850.0,9310.0,3784.0,3324.0,3503.0,146.0,146.0,145.0,112.0,111.0,110.0,6.1,3.8,7.99,4.25,39518.0,50.0,46060.0,93.0,7.0,264.0,895,2166.0,2154.0,1669.0,58.0,42.0,0
"""0636770""","""Irvine""","""Los Angeles-Long Beach-Anaheim, CA""",117.76,227833.45,82269.28,41994.49,69.0,82.0,75.0,47.0,58.0,52.0,23.0,24.0,23.0,7.63,37.8,1.76,2.0,2.0,19494.0,17099.0,18032.0,4.0,4.0,4.0,13913.0,11887.0,12502.0,10036.0,8477.0,8912.0,3740.0,3279.0,3458.0,138.0,132.0,133.0,105.0,100.0,101.0,6.5,5.0,9.18,1.96,36104.0,38.0,62972.0,93.0,13.0,114.0,1288,2354.0,2289.0,1920.0,50.0,50.0,0
"""0640130""","""Lancaster""","""Los Angeles-Long Beach-Anaheim, CA""",72.66,156101.32,47144.57,60270.68,52.0,61.0,56.0,26.0,33.0,30.0,25.0,28.0,26.0,9.15,22.1,1.91,2.0,2.0,23316.0,20767.0,21763.0,1.0,1.0,1.0,15379.0,13415.0,13997.0,10877.0,9408.0,9797.0,4473.0,3982.0,4173.0,30.0,25.0,26.0,35.0,29.0,31.0,3.3,3.2,2.85,0.78,15158.0,70.0,13617.0,88.0,16.0,71.0,1686,1338.0,1370.0,1185.0,55.0,45.0,1
"""0643000""","""Long Beach""","""Los Angeles-Long Beach-Anaheim, CA""",334.01,471338.64,164731.85,32201.95,50.0,59.0,54.0,31.0,38.0,34.0,19.0,21.0,20.0,5.59,51.49,1.49,1.0,1.0,14767.0,12711.0,13506.0,23.0,21.0,22.0,11827.0,10141.0,10655.0,8518.0,7255.0,7608.0,2833.0,2437.0,2590.0,477.0,448.0,457.0,564.0,531.0,541.0,6.9,5.9,8.93,5.12,58278.0,42.0,65084.0,93.0,6.0,227.0,1010,1544.0,1644.0,1181.0,40.0,60.0,0
"""0644000""","""Los Angeles""","""Los Angeles-Long Beach-Anaheim, CA""",2504.98,3895905.69,1341062.29,299952.52,54.0,64.0,59.0,34.0,43.0,39.0,20.0,22.0,21.0,5.75,51.71,1.58,1.0,1.0,14707.0,12797.0,13532.0,17.0,17.0,17.0,12343.0,10544.0,11089.0,9049.0,7639.0,8036.0,2931.0,2550.0,2696.0,363.0,355.0,357.0,429.0,420.0,422.0,6.1,5.6,7.62,4.47,74443.0,39.0,107282.0,95.0,10.0,162.0,1435,1731.0,1889.0,1333.0,37.0,63.0,0
"""0648354""","""Modesto""","""Modesto, CA""",121.08,196282.85,67043.17,28603.41,58.0,68.0,53.0,30.0,38.0,28.0,27.0,30.0,25.0,8.05,30.22,1.79,2.0,2.0,20271.0,18133.0,19779.0,4.0,4.0,4.0,13716.0,12197.0,13455.0,9735.0,8624.0,9576.0,3887.0,3477.0,3793.0,93.0,96.0,86.0,108.0,111.0,99.0,5.3,2.4,4.02,2.34,20912.0,69.0,23202.0,91.0,11.0,143.0,1925,1268.0,1332.0,1051.0,52.0,48.0,0
"""0649270""","""Moreno Valley""","""Riverside-San Bernardino-Ontario, CA""",78.42,182526.83,46865.61,32817.14,58.0,69.0,58.0,31.0,39.0,32.0,27.0,30.0,26.0,9.96,29.21,1.9,2.0,2.0,22289.0,19917.0,20937.0,3.0,4.0,3.0,14676.0,13105.0,13879.0,10321.0,9202.0,9786.0,4274.0,3819.0,4015.0,81.0,83.0,77.0,57.0,58.0,54.0,3.5,3.9,3.1,1.43,20185.0,77.0,16738.0,89.0,20.0,82.0,1733,1435.0,1377.0,1365.0,59.0,41.0,1
"""0653000""","""Oakland""","""San Francisco-Oakland-Hayward, CA""",335.99,408057.69,158419.44,35771.5,39.0,47.0,57.0,24.0,31.0,37.0,15.0,17.0,21.0,5.59,52.6,1.54,1.0,1.0,14648.0,12788.0,14011.0,19.0,18.0,19.0,12273.0,10860.0,11056.0,8768.0,7738.0,7672.0,2810.0,2453.0,2687.0,695.0,669.0,696.0,282.0,272.0,283.0,6.6,7.3,11.82,4.43,56343.0,43.0,73756.0,92.0,5.0,253.0,1005,1660.0,1816.0,1177.0,40.0,60.0,0
"""0653322""","""Oceanside""","""San Diego-Carlsbad, CA""",97.57,171329.33,59990.23,26401.28,56.0,66.0,64.0,33.0,41.0,39.0,23.0,25.0,25.0,8.46,31.48,1.87,2.0,2.0,20863.0,18413.0,19850.0,6.0,5.0,5.0,14849.0,12782.0,13604.0,10659.0,9076.0,9617.0,4002.0,3531.0,3806.0,187.0,175.0,181.0,172.0,161.0,166.0,4.9,1.7,4.68,2.27,20919.0,54.0,17352.0,90.0,15.0,134.0,1382,1756.0,1706.0,1520.0,56.0,44.0,0
"""0653896""","""Ontario""","""Riverside-San Bernardino-Ontario, CA""",91.21,173514.89,48922.4,31958.38,59.0,70.0,59.0,33.0,41.0,34.0,26.0,29.0,25.0,9.23,35.49,1.87,2.0,2.0,21099.0,18953.0,19916.0,2.0,2.0,2.0,14312.0,12683.0,13433.0,10197.0,8972.0,9545.0,4046.0,3634.0,3819.0,69.0,77.0,68.0,41.0,46.0,41.0,5.8,3.1,5.41,1.53,27058.0,59.0,35811.0,92.0,17.0,86.0,1476,1523.0,1587.0,1258.0,54.0,46.0,1
"""0654652""","""Oxnard""","""Oxnard-Thousand Oaks-Ventura, CA""",75.13,189315.84,47173.37,17216.0,48.0,57.0,65.0,27.0,34.0,39.0,21.0,23.0,26.0,9.81,45.84,2.06,2.0,2.0,21843.0,19382.0,19862.0,3.0,3.0,3.0,16006.0,14308.0,13950.0,11749.0,10533.0,10081.0,4190.0,3718.0,3809.0,67.0,57.0,61.0,54.0,46.0,49.0,6.2,0.0,7.32,2.74,21199.0,58.0,24369.0,94.0,7.0,186.0,1060,1760.0,1822.0,1472.0,54.0,46.0,1
"""0655156""","""Palmdale""","""Los Angeles-Long Beach-Anaheim, CA""",59.44,152675.8,41646.82,67719.66,56.0,66.0,60.0,29.0,36.0,33.0,27.0,29.0,27.0,10.36,24.23,2.0,2.0,2.0,24501.0,21896.0,22914.0,1.0,1.0,1.0,16157.0,14137.0,14730.0,11441.0,9927.0,10323.0,4700.0,4199.0,4394.0,16.0,12.0,13.0,19.0,14.0,16.0,3.4,1.4,2.04,0.61,13902.0,80.0,10049.0,88.0,23.0,50.0,1907,1476.0,1445.0,1306.0,63.0,37.0,1
"""0658072""","""Pomona""","""Los Angeles-Long Beach-Anaheim, CA""",79.7,151172.28,38985.2,14689.21,53.0,62.0,57.0,29.0,36.0,33.0,24.0,26.0,24.0,8.78,32.43,1.85,2.0,2.0,20461.0,18325.0,19152.0,4.0,5.0,4.0,14563.0,12474.0,13101.0,10544.0,8865.0,9335.0,3925.0,3514.0,3673.0,94.0,95.0,94.0,111.0,113.0,111.0,5.9,4.1,4.78,2.65,27680.0,62.0,32766.0,92.0,12.0,161.0,1046,1477.0,1539.0,1194.0,52.0,48.0,0
"""0659451""","""Rancho Cucamonga""","""Riverside-San Bernardino-Ontario, CA""",61.25,169993.41,54692.81,25512.85,68.0,81.0,68.0,42.0,53.0,43.0,26.0,29.0,25.0,9.26,30.26,1.9,2.0,2.0,21503.0,19377.0,20322.0,2.0,2.0,2.0,14534.0,12860.0,13592.0,10353.0,9082.0,9639.0,4123.0,3716.0,3897.0,57.0,63.0,55.0,35.0,38.0,33.0,4.8,4.0,4.36,2.14,26722.0,63.0,33870.0,92.0,17.0,121.0,1325,1934.0,2000.0,1548.0,62.0,38.0,1
"""0662000""","""Riverside""","""Riverside-San Bernardino-Ontario, CA""",187.95,314434.04,90640.24,51960.72,59.0,70.0,59.0,33.0,42.0,34.0,26.0,29.0,25.0,8.9,25.95,1.86,2.0,2.0,21228.0,18915.0,19918.0,4.0,4.0,3.0,14262.0,12693.0,13456.0,10106.0,8979.0,9556.0,4071.0,3627.0,3819.0,85.0,87.0,80.0,60.0,61.0,56.0,4.7,3.7,3.54,1.74,23733.0,66.0,32118.0,92.0,17.0,112.0,1401,1533.0,1533.0,1204.0,55.0,45.0,0
"""0664000""","""Sacramento""","""Sacramento--Roseville--Arden-Arcade, CA""",321.28,473353.1,176003.0,62671.39,48.0,56.0,52.0,27.0,33.0,30.0,21.0,23.0,23.0,7.25,31.82,1.61,1.0,2.0,17962.0,15940.0,17919.0,7.0,7.0,7.0,12813.0,10962.0,12254.0,9215.0,7754.0,8669.0,3446.0,3057.0,3436.0,151.0,151.0,148.0,127.0,127.0,125.0,6.5,6.9,6.71,2.81,28916.0,60.0,48365.0,90.0,9.0,173.0,1089,1330.0,1377.0,1089.0,47.0,53.0,0
"""0665000""","""San Bernardino""","""Riverside-San Bernardino-Ontario, CA""",143.58,224020.79,59832.5,39368.13,49.0,58.0,49.0,25.0,31.0,25.0,25.0,27.0,24.0,7.86,23.61,1.75,2.0,2.0,19981.0,18047.0,18956.0,5.0,5.0,5.0,13501.0,11935.0,12681.0,9509.0,8309.0,8894.0,3832.0,3461.0,3635.0,161.0,166.0,153.0,97.0,100.0,92.0,4.8,6.5,3.3,1.52,22449.0,62.0,26023.0,89.0,13.0,106.0,1443,1142.0,1054.0,990.0,48.0,52.0,0
"""0666000""","""San Diego""","""San Diego-Carlsbad, CA""",828.7,1360646.25,485175.8,208117.4,55.0,66.0,64.0,35.0,43.0,41.0,21.0,22.0,23.0,7.42,44.11,1.69,2.0,2.0,18247.0,15920.0,17280.0,10.0,10.0,10.0,13479.0,11576.0,12327.0,9640.0,8203.0,8684.0,3500.0,3053.0,3314.0,338.0,320.0,330.0,311.0,294.0,303.0,5.3,5.6,5.79,2.33,35816.0,46.0,47481.0,92.0,15.0,118.0,1551,1859.0,1900.0,1488.0,47.0,53.0,0
"""0667000""","""San Francisco""","""San Francisco-Oakland-Hayward, CA""",580.0,840763.0,353287.0,30012.33,41.0,50.0,61.0,30.0,37.0,45.0,12.0,13.0,16.0,3.91,68.07,1.13,1.0,1.0,10301.0,8305.0,9677.0,38.0,36.0,38.0,9501.0,8417.0,8458.0,6441.0,5801.0,5522.0,1958.0,1579.0,1839.0,1103.0,1037.0,1097.0,803.0,755.0,799.0,8.8,8.5,19.63,11.77,96619.0,20.0,198588.0,94.0,4.0,389.0,847,2036.0,2121.0,1600.0,36.0,64.0,0
"""0668000""","""San Jose""","""San Jose-Sunnyvale-Santa Clara, CA""",539.5,973113.15,305519.3,112998.38,44.0,53.0,74.0,28.0,35.0,50.0,16.0,18.0,24.0,8.36,45.01,1.96,2.0,2.0,20018.0,18148.0,18467.0,6.0,6.0,6.0,15265.0,13496.0,13020.0,11200.0,9803.0,9270.0,3840.0,3482.0,3541.0,225.0,211.0,210.0,154.0,144.0,144.0,5.0,3.1,6.14,2.7,39332.0,55.0,49252.0,93.0,11.0,134.0,1621,2240.0,2412.0,1657.0,57.0,43.0,0
"""0669000""","""Santa Ana""","""Los Angeles-Long Beach-Anaheim, CA""",155.06,332984.91,75020.61,17373.3,53.0,62.0,57.0,31.0,39.0,35.0,22.0,23.0,22.0,8.21,50.74,1.7,1.0,2.0,17266.0,15329.0,16075.0,6.0,6.0,6.0,13207.0,11211.0,11816.0,9701.0,8073.0,8538.0,3312.0,2940.0,3083.0,194.0,198.0,195.0,148.0,151.0,149.0,7.7,7.0,11.53,4.32,50087.0,46.0,98488.0,94.0,6.0,258.0,768,1588.0,1516.0,1388.0,45.0,55.0,0
"""0669088""","""Santa Clarita""","""Los Angeles-Long Beach-Anaheim, CA""",95.8,171289.12,56247.64,33749.2,68.0,80.0,73.0,42.0,53.0,48.0,25.0,27.0,26.0,9.29,31.4,1.94,2.0,2.0,22212.0,19615.0,20631.0,4.0,4.0,4.0,15441.0,13283.0,13930.0,11091.0,9443.0,9892.0,4261.0,3761.0,3956.0,89.0,79.0,82.0,105.0,94.0,97.0,4.1,2.2,10.2,1.67,20493.0,59.0,21691.0,91.0,17.0,122.0,1411,2138.0,2270.0,1531.0,67.0,33.0,0
"""0670098""","""Santa Rosa""","""Santa Rosa, CA""",113.37,154691.4,57463.81,26419.8,53.0,63.0,62.0,31.0,39.0,37.0,22.0,24.0,25.0,8.31,30.19,1.78,2.0,2.0,20205.0,17983.0,20120.0,3.0,3.0,3.0,14105.0,12121.0,13399.0,10182.0,8627.0,9493.0,3876.0,3448.0,3858.0,47.0,46.0,47.0,33.0,32.0,33.0,5.1,2.9,4.21,2.18,18864.0,59.0,21055.0,90.0,12.0,143.0,1265,1683.0,1608.0,1375.0,52.0,48.0,1
